ClassName,WMC,DIT,NOC,CBO,RFC,LCOM,NOM,MPC,SLOC,AHF,MIF,AIF,CF,MHF,PF,CC,LOC,NNL,MI
org.thymeleaf.util.ProcessorComparators$PreProcessorPrecedenceComparator,5.0,1.0,0.0,4.0,14.0,10.0,,,,119.0,0.0,0.32,0.0,,,22.8,2.0,,
org.thymeleaf.util.ProcessorComparators$ProcessorPrecedenceComparator,5.0,1.0,0.0,3.0,13.0,10.0,,,,117.0,0.0,0.32,0.0,,,22.4,2.0,,
org.thymeleaf.util.ProcessorComparators.PostProcessorPrecedenceComparator,,1.0,0.0,7.0,,0.0,4.0,7.0,42.0,,,,,0.5,,,59.0,1.0,
org.thymeleaf.util.ProcessorComparators.PreProcessorPrecedenceComparator,,1.0,0.0,7.0,,0.0,4.0,7.0,42.0,,,,,0.5,,,59.0,1.0,
org.thymeleaf.util.ProcessorComparators.ProcessorPrecedenceComparator,,1.0,0.0,6.0,,0.0,4.0,6.0,42.0,,,,,0.5,,,59.0,1.0,
org.thymeleaf.util.ProcessorConfigurationUtils,21.0,1.0,0.0,28.0,44.0,210.0,21.0,28.0,396.0,324.0,0.0,0.123,0.0,0.0476,,14.4286,2.0,1.0,
org.thymeleaf.util.ProcessorConfigurationUtils$AbstractElementProcessorWrapper,3.0,2.0,2.0,8.0,6.0,0.0,,,,20.0,1.0,0.5556,0.0,,,5.3333,0.0,,
org.thymeleaf.util.ProcessorConfigurationUtils$AbstractProcessorWrapper,9.0,1.0,8.0,17.0,16.0,0.0,,,,72.0,2.0,0.2889,0.0,,,6.5556,0.75,,
org.thymeleaf.util.ProcessorConfigurationUtils$CDATASectionProcessorWrapper,2.0,2.0,0.0,8.0,4.0,0.0,,,,18.0,1.0,0.5833,0.0,,,7.5,0.0,,
org.thymeleaf.util.ProcessorConfigurationUtils$CommentProcessorWrapper,2.0,2.0,0.0,8.0,4.0,0.0,,,,18.0,1.0,0.5833,0.0,,,7.5,0.0,,
org.thymeleaf.util.ProcessorConfigurationUtils$DocTypeProcessorWrapper,2.0,2.0,0.0,8.0,4.0,0.0,,,,18.0,1.0,0.5833,0.0,,,7.5,0.0,,
org.thymeleaf.util.ProcessorConfigurationUtils$ElementModelProcessorWrapper,2.0,3.0,0.0,8.0,4.0,0.0,,,,18.0,1.0,0.5833,0.0,,,7.5,0.0,,
org.thymeleaf.util.ProcessorConfigurationUtils$ElementTagProcessorWrapper,2.0,3.0,0.0,8.0,4.0,0.0,,,,18.0,1.0,0.5833,0.0,,,7.5,0.0,,
org.thymeleaf.util.ProcessorConfigurationUtils$PostProcessorWrapper,9.0,1.0,0.0,9.0,16.0,0.0,,,,62.0,2.0,0.2889,0.0,,,5.6667,0.5,,
org.thymeleaf.util.ProcessorConfigurationUtils$PreProcessorWrapper,9.0,1.0,0.0,9.0,16.0,0.0,,,,62.0,2.0,0.2889,0.0,,,5.6667,0.5,,
org.thymeleaf.util.ProcessorConfigurationUtils$ProcessingInstructionProcessorWrapper,2.0,2.0,0.0,8.0,4.0,0.0,,,,18.0,1.0,0.5833,0.0,,,7.5,0.0,,
org.thymeleaf.util.ProcessorConfigurationUtils$TemplateBoundariesProcessorWrapper,3.0,2.0,0.0,9.0,6.0,0.0,,,,26.0,1.0,0.5238,0.0,,,7.3333,0.0,,
org.thymeleaf.util.ProcessorConfigurationUtils$TextProcessorWrapper,2.0,2.0,0.0,8.0,4.0,0.0,,,,18.0,1.0,0.5833,0.0,,,7.5,0.0,,
org.thymeleaf.util.ProcessorConfigurationUtils$XMLDeclarationProcessorWrapper,2.0,2.0,0.0,8.0,4.0,0.0,,,,18.0,1.0,0.5833,0.0,,,7.5,0.0,,
org.thymeleaf.util.ProcessorConfigurationUtils.AbstractElementProcessorWrapper,,2.0,2.0,3.0,,0.0,3.0,3.0,13.0,,,,,0.0,,,18.0,0.0,
org.thymeleaf.util.ProcessorConfigurationUtils.AbstractProcessorWrapper,,1.0,8.0,6.0,,67.0,9.0,6.0,42.0,,,,,0.0,,,53.0,1.0,
org.thymeleaf.util.ProcessorConfigurationUtils.CDATASectionProcessorWrapper,,2.0,0.0,4.0,,0.0,2.0,4.0,10.0,,,,,0.0,,,14.0,0.0,
org.thymeleaf.util.ProcessorConfigurationUtils.CommentProcessorWrapper,,2.0,0.0,4.0,,0.0,2.0,4.0,10.0,,,,,0.0,,,14.0,0.0,
org.thymeleaf.util.ProcessorConfigurationUtils.DocTypeProcessorWrapper,,2.0,0.0,4.0,,0.0,2.0,4.0,10.0,,,,,0.0,,,14.0,0.0,
org.thymeleaf.util.ProcessorConfigurationUtils.ElementModelProcessorWrapper,,3.0,0.0,4.0,,0.0,2.0,4.0,10.0,,,,,0.0,,,14.0,0.0,
org.thymeleaf.util.ProcessorConfigurationUtils.ElementTagProcessorWrapper,,3.0,0.0,4.0,,0.0,2.0,4.0,10.0,,,,,0.0,,,14.0,0.0,
org.thymeleaf.util.ProcessorConfigurationUtils.PostProcessorWrapper,,1.0,0.0,7.0,,44.0,9.0,7.0,38.0,,,,,0.0,,,50.0,1.0,
org.thymeleaf.util.ProcessorConfigurationUtils.PreProcessorWrapper,,1.0,0.0,7.0,,44.0,9.0,7.0,38.0,,,,,0.0,,,50.0,1.0,
org.thymeleaf.util.ProcessorConfigurationUtils.ProcessingInstructionProcessorWrapper,,2.0,0.0,4.0,,0.0,2.0,4.0,10.0,,,,,0.0,,,14.0,0.0,
org.thymeleaf.util.ProcessorConfigurationUtils.TemplateBoundariesProcessorWrapper,,2.0,0.0,5.0,,0.0,3.0,5.0,13.0,,,,,0.0,,,18.0,0.0,
org.thymeleaf.util.ProcessorConfigurationUtils.TextProcessorWrapper,,2.0,0.0,4.0,,0.0,2.0,4.0,10.0,,,,,0.0,,,14.0,0.0,
org.thymeleaf.util.ProcessorConfigurationUtils.XMLDeclarationProcessorWrapper,,2.0,0.0,4.0,,0.0,2.0,4.0,10.0,,,,,0.0,,,14.0,0.0,
org.thymeleaf.util.SetUtils,8.0,1.0,0.0,2.0,30.0,28.0,8.0,10.0,49.0,127.0,0.0,0.275,0.0,0.125,,14.875,2.0,2.0,
org.thymeleaf.util.StringUtils,43.0,1.0,0.0,38.0,97.0,901.0,42.0,16.0,414.0,1018.0,0.0,0.172,1.0,0.0476,,22.6279,1.0,3.0,
org.thymeleaf.util.TextUtils,51.0,1.0,0.0,12.0,66.0,1275.0,51.0,5.0,983.0,2240.0,0.0,0.4006,1.0,0.0588,,42.9216,2.0,4.0,
org.thymeleaf.util.Validate,9.0,1.0,0.0,144.0,16.0,36.0,9.0,5.0,45.0,108.0,0.0,0.254,0.0,0.1111,,11.0,2.0,1.0,
org.thymeleaf.util.VersionUtils,4.0,1.0,0.0,3.0,21.0,6.0,4.0,6.0,179.0,190.0,0.0,0.3333,0.0,0.5,,46.5,2.0,5.0,
org.thymeleaf.util.VersionUtils$1,0.0,1.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,2.0,,
org.thymeleaf.util.VersionUtils$VersionSpec,19.0,1.0,0.0,4.0,27.0,101.0,,,,360.0,0.0,0.2982,0.0,,,17.3684,0.7778,,
org.thymeleaf.util.VersionUtils.VersionSpec,,1.0,0.0,4.0,,78.0,17.0,4.0,105.0,,,,,0.1176,,,147.0,0.0,
org.thymeleaf.util.temporal.TemporalArrayUtils,24.0,1.0,0.0,4.0,42.0,0.0,19.0,10.0,67.0,279.0,1.0,0.2731,0.0,0.0526,,10.5833,0.2609,0.0,
org.thymeleaf.util.temporal.TemporalCreationUtils,15.0,1.0,0.0,3.0,38.0,105.0,15.0,11.0,62.0,156.0,0.0,0.6,0.0,0.1333,,9.4,2.0,1.0,
org.thymeleaf.util.temporal.TemporalFormattingUtils,22.0,1.0,0.0,8.0,50.0,223.0,21.0,18.0,148.0,369.0,0.0,0.4286,0.0,0.1429,,15.6364,0.8254,2.0,
org.thymeleaf.util.temporal.TemporalListUtils,23.0,1.0,0.0,4.0,40.0,0.0,19.0,10.0,67.0,239.0,1.0,0.3478,0.0,0.0526,,9.3478,0.2273,0.0,
org.thymeleaf.util.temporal.TemporalObjects,6.0,1.0,0.0,2.0,38.0,15.0,6.0,22.0,119.0,379.0,0.0,0.3333,0.0,0.3333,,62.1667,2.0,1.0,
org.thymeleaf.util.temporal.TemporalSetUtils,23.0,1.0,0.0,4.0,40.0,0.0,19.0,10.0,67.0,239.0,1.0,0.3478,0.0,0.0526,,9.3478,0.2273,0.0,
org.thymeleaf.web.IWebApplication,9.0,1.0,0.0,8.0,9.0,36.0,9.0,4.0,11.0,9.0,0.0,0.5926,0.0,0.0,,0.0,2.0,0.0,
org.thymeleaf.web.IWebExchange,16.0,1.0,0.0,15.0,17.0,120.0,16.0,8.0,21.0,28.0,0.0,0.4583,0.0,0.0,,0.75,2.0,0.0,
org.thymeleaf.web.IWebRequest,28.0,1.0,0.0,7.0,37.0,378.0,28.0,6.0,68.0,184.0,0.0,0.6607,0.0,0.0,,5.5714,2.0,1.0,
org.thymeleaf.web.IWebSession,8.0,1.0,0.0,6.0,8.0,28.0,8.0,3.0,10.0,8.0,0.0,0.5417,0.0,0.0,,0.0,2.0,0.0,
org.thymeleaf.web.servlet.IServletWebApplication,9.0,1.0,0.0,7.0,20.0,36.0,9.0,11.0,54.0,104.0,0.0,0.7222,0.0,0.0,,10.5556,2.0,1.0,
org.thymeleaf.web.servlet.IServletWebExchange,14.0,1.0,0.0,13.0,22.0,91.0,11.0,12.0,48.0,104.0,0.0,0.5714,0.0,0.0,,6.4286,2.0,1.0,
org.thymeleaf.web.servlet.IServletWebRequest,15.0,1.0,0.0,7.0,34.0,105.0,15.0,10.0,81.0,156.0,0.0,0.6333,0.0,0.0,,9.4,2.0,1.0,
org.thymeleaf.web.servlet.IServletWebSession,7.0,1.0,0.0,7.0,18.0,21.0,7.0,9.0,44.0,88.0,0.0,0.6429,0.0,0.0,,11.5714,2.0,1.0,
org.thymeleaf.web.servlet.JakartaServletWebApplication,11.0,1.0,0.0,9.0,26.0,0.0,11.0,15.0,60.0,119.0,0.0,0.303,0.0,0.1818,,9.7273,0.1,0.0,
org.thymeleaf.web.servlet.JakartaServletWebExchange,17.0,1.0,0.0,13.0,25.0,70.0,14.0,14.0,75.0,118.0,3.0,0.2101,0.0,0.0,,5.6471,0.8,0.0,
org.thymeleaf.web.servlet.JakartaServletWebRequest,20.0,1.0,0.0,6.0,53.0,0.0,20.0,12.0,143.0,320.0,0.0,0.45,0.0,0.0,,14.95,0.0,3.0,
org.thymeleaf.web.servlet.JakartaServletWebSession,6.0,1.0,0.0,6.0,13.0,0.0,6.0,7.0,41.0,73.0,0.0,0.4167,0.0,0.0,,10.8333,0.4,1.0,
org.thymeleaf.web.servlet.JavaxServletWebApplication,11.0,1.0,0.0,6.0,26.0,0.0,11.0,15.0,60.0,119.0,0.0,0.303,0.0,0.1818,,9.7273,0.1,0.0,
org.thymeleaf.web.servlet.JavaxServletWebExchange,17.0,1.0,0.0,11.0,25.0,70.0,14.0,14.0,75.0,118.0,3.0,0.2101,0.0,0.0,,5.6471,0.8,0.0,
org.thymeleaf.web.servlet.JavaxServletWebRequest,20.0,1.0,0.0,4.0,53.0,0.0,20.0,12.0,143.0,320.0,0.0,0.45,0.0,0.0,,14.95,0.0,3.0,
org.thymeleaf.web.servlet.JavaxServletWebSession,6.0,1.0,0.0,4.0,13.0,0.0,6.0,7.0,41.0,73.0,0.0,0.4167,0.0,0.0,,10.8333,0.4,1.0,
